in-store,age,items,amount,region
1,52,5,311.86,4
0,83,6,401.59,2
1,26,8,521.2,3
0,72,7,325.32,2
0,59,1,818.91,3
1,24,8,515.09,4
0,58,2,2436.7,4
0,61,5,811.99,3
1,53,1,844.12,1
1,48,5,1151.8,4
0,22,5,2823.6,3
1,20,4,913.01,4
1,42,2,1032,4
1,50,5,792,1
0,30,2,2118,3
1,37,3,832.41,1
0,45,5,38.074,2
1,38,1,50.155,3
1,60,3,662.18,3
0,39,4,1345.3,4
1,63,3,940.35,3
1,24,7,763.79,1
0,25,2,356.52,4
1,21,2,1282.6,4
1,58,4,260.81,1
1,22,3,1308,4
1,56,6,317.81,3
0,39,1,795.91,4
0,62,5,2686.2,4
0,33,5,309.19,2
0,50,2,2668.8,3
1,52,3,968.78,1
0,39,6,281.85,2
0,24,5,1788.5,3
0,48,6,48.152,2
0,37,4,1480.5,3
1,58,6,479.99,3
0,50,7,336.13,2
1,28,6,1290.9,4
1,52,8,1939.3,4
0,24,6,465.23,3
0,48,2,362.42,2
0,48,1,2188.3,4
1,26,3,1201.9,4
1,51,2,312.31,3
1,58,6,130.02,3
0,28,2,410.05,2
0,54,3,363.44,2
0,71,7,209.95,2
1,25,2,128.67,1
0,26,4,2472,3
1,21,8,1533.2,4
0,25,7,2915,3
0,37,6,1949.3,3
1,52,7,445.77,1
1,36,7,944.79,4
1,39,4,402.79,1
1,48,5,152.73,1
0,31,6,254.28,2
1,24,5,561.79,1
1,30,8,476.06,3
1,61,5,593.6,3
0,51,3,338.13,2
0,45,2,277.62,4
1,50,7,271.64,3
1,28,3,260.53,1
0,37,2,87.763,2
0,36,6,189.84,2
1,26,5,288.16,3
1,28,6,282.92,1
1,55,7,829.74,1
0,76,6,183.21,2
1,45,6,1621.3,1
0,37,4,1319.9,4
0,39,5,1268,4
1,53,5,1624.2,4
0,44,2,425.62,3
0,59,2,499.05,4
1,45,2,588.17,3
0,58,3,288.8,3
1,36,3,862.56,3
1,63,7,818.58,1
1,28,8,639.66,1
0,19,1,2401.6,3
0,51,2,883.31,4
0,47,2,880.93,3
1,32,5,775.79,3
0,52,5,173.36,2
1,26,2,524.69,4
1,66,2,254.67,3
0,72,6,90.541,2
1,38,3,244.23,1
0,43,4,242.1,2
1,44,1,1007,1
1,32,8,550.72,1
1,42,5,1728.4,4
0,77,1,295.58,2
1,43,2,563.87,4
1,66,4,806.77,3
0,34,2,1104.2,4
1,37,3,908.48,3
0,18,1,979.67,4
1,68,2,443.16,3
0,60,5,1428.4,4
0,34,7,41.128,2
0,68,3,362.88,2
0,57,5,449.27,2
1,47,2,1041.7,4
1,21,8,911.15,4
1,41,3,510.01,1
0,34,5,160.53,3
0,42,2,348.88,2
0,71,1,185.8,2
1,34,8,275.34,1
1,53,6,843.21,1
1,31,5,1859.9,4
1,63,6,641.44,3
0,54,2,343.89,2
1,39,5,1685.3,4
0,23,7,256.97,4
1,40,8,1363,4
0,68,8,444.95,2
0,38,1,319.84,4
1,32,1,412.51,1
0,83,7,457.97,2
1,44,3,528.14,1
1,43,5,895.96,1
0,66,4,108.45,2
1,41,4,731.14,3
1,51,8,1841.7,4
1,44,7,1026.8,1
0,37,5,867.53,4
0,43,7,1441.6,4
0,82,7,317.73,2
0,50,4,402.6,2
0,75,5,312.48,2
1,72,6,972.78,3
0,54,1,446.23,2
0,27,6,2796.9,4
0,68,3,182.88,2
0,38,6,2839.6,4
1,29,3,349.76,4
0,60,4,1672,4
0,49,4,2945.5,4
1,44,4,636.68,1
1,27,6,330.31,4
1,33,3,773.41,4
0,40,7,2512.9,4
0,48,7,327.17,2
0,42,7,1802.2,4
1,39,7,439.11,3
0,62,8,142.29,4
0,54,3,364.48,2
1,39,4,1844.4,4
1,38,4,91.319,1
1,35,4,699.33,3
0,59,2,392.26,2
0,23,2,2486.1,3
0,81,6,178.89,2
1,30,6,1103.3,4
0,60,3,334.2,2
1,41,4,802.1,4
0,66,1,361.29,2
0,78,2,219.14,2
0,43,3,1807.4,4
0,84,1,8.5557,2
1,73,1,780.71,1
0,51,1,319.24,2
1,26,5,137.4,1
1,45,8,823.71,4
1,39,2,911.93,3
0,51,7,574.22,4
0,49,1,42.249,2
1,24,5,642.54,3
1,45,2,691.12,3
1,65,6,450.83,1
0,27,5,572.52,3
0,78,2,204.14,2
0,82,4,387,2
1,48,3,716.22,3
1,32,8,1733.2,4
1,51,6,597.21,1
1,37,3,707.26,4
1,50,4,1134.7,4
0,46,2,250,4
0,46,4,1823.8,4
0,50,2,1781.3,3
1,37,2,57.352,4
1,31,7,701.88,1
0,66,5,145.93,2
0,34,6,1864.7,3
0,19,6,1948.5,3
1,34,6,108.89,3
1,38,3,1512.5,1
1,31,8,123.56,1
0,27,2,1386,4
1,52,7,369.4,1
0,42,8,24.332,2
1,47,3,1184.5,1
1,44,5,616.27,3
0,46,7,282.47,4
0,53,1,286.64,2
0,76,3,207.84,2
0,25,7,705.55,4
0,46,1,145.98,2
0,58,7,342.94,4
0,42,7,2841.3,4
0,65,3,159.14,2
0,32,1,2924.6,3
1,67,5,695.74,1
1,54,4,157.58,3
0,36,1,97.732,2
1,27,8,1534.8,1
0,30,3,350.57,2
1,42,4,1355.9,1
1,52,5,987.21,4
0,47,5,256.81,4
1,39,1,412.78,3
1,26,5,340.83,4
0,30,3,2990.1,4
0,66,3,492.62,2
0,27,4,2531.1,3
0,61,1,87.902,2
0,72,8,337.12,2
1,38,2,940.24,1
1,25,6,867.62,1
0,53,3,5.066,2
0,33,3,2777.5,4
1,40,4,397.57,4
1,44,7,392.01,1
0,55,5,2245,4
1,51,5,1960.3,1
0,59,3,1961,4
1,60,6,250.81,3
1,43,4,425.42,1
0,47,5,275.24,3
0,30,4,467.9,4
1,32,5,926.69,1
1,48,4,1989.9,4
0,46,3,2423,4
1,41,5,303.95,3
0,60,4,2959.2,3
1,51,7,1633,1
1,60,2,464.37,3
1,35,2,684.08,4
1,61,4,811.99,1
0,63,4,1492.2,3
1,34,8,970.75,3
0,39,4,141.24,2
1,53,8,1153.8,4
0,22,3,1502.7,4
0,77,6,209.94,2
0,39,2,1326.3,4
1,54,6,1499.9,1
0,65,1,188.84,2
1,43,3,319.11,1
1,31,3,593.19,1
1,20,6,1537.5,4
0,46,8,404.1,4
0,51,8,319.82,4
0,45,2,2482.8,4
1,55,7,536.14,1
0,26,2,2506.5,4
1,50,3,1326.8,4
0,37,7,447.59,2
1,53,6,1044,1
1,74,4,923.9,1
0,82,7,461.7,2
0,72,4,371.76,2
0,35,5,2643.7,3
1,48,2,386.53,4
1,55,1,790.41,1
1,30,7,423.9,1
0,54,1,1620.5,4
0,37,4,969.05,3
0,63,6,396.89,2
1,22,6,1799.3,4
0,22,2,2458.4,4
1,53,1,860.96,1
0,81,4,55.666,2
0,18,3,1414.7,3
0,47,5,624.1,3
1,30,7,844.02,4
1,26,5,234.02,4
0,69,8,95.591,2
0,65,2,441.87,2
0,29,2,2684.7,4
1,27,6,1181.6,4
0,26,8,379.84,3
0,44,8,1809.5,4
1,23,2,1809.9,1
0,29,6,636.64,4
1,66,7,433.53,3
1,48,2,1938.7,4
1,34,6,1030.4,4
1,32,5,618.65,1
1,59,5,599.44,1
0,45,4,14.104,2
1,49,4,1583.9,4
0,39,4,245.14,4
0,44,2,2087.2,3
0,83,8,258.02,2
1,48,7,1877.5,4
1,50,6,1738.9,4
1,51,4,80.533,4
0,58,7,275.15,2
1,53,4,1113,4
1,35,2,602.71,1
0,51,6,2625.5,4
1,61,6,324.5,3
0,52,2,1125.1,4
0,68,8,7.5185,2
0,20,1,2101.3,4
1,34,7,159.66,1
1,48,5,558.19,3
1,39,3,1302.6,4
1,48,7,693.81,3
1,35,4,864.07,1
1,63,2,679.43,3
1,67,5,455.63,3
0,59,2,1998,4
1,47,3,432.62,1
1,56,7,225.2,1
1,21,4,1292.3,4
1,42,2,977.65,1
0,47,4,35.275,2
1,66,1,746.3,1
1,43,1,217.42,4
1,36,1,711.74,1
1,24,5,959.24,1
0,30,2,151.66,2
1,26,1,1383.1,4
0,44,1,2922,4
0,73,2,48.702,2
0,78,2,394.36,2
1,27,2,52.475,1
1,58,1,965.72,3
1,48,6,1460.8,4
1,49,6,1831.5,4
1,54,6,616.29,4
1,29,6,1738.1,4
1,46,6,964.61,3
0,32,2,296.16,2
0,78,7,183.99,2
0,45,5,416.47,2
0,60,4,246.02,2
1,41,5,1426.1,4
0,46,2,237.68,2
0,32,1,366.4,2
1,44,3,595.79,1
1,22,1,1303.2,4
1,53,3,1716.3,4
1,55,5,715.21,3
1,73,6,397.1,3
0,54,2,1127.1,4
1,41,2,790.68,4
1,25,6,1087.5,4
1,32,2,568.05,1
0,35,4,2815.2,4
1,72,2,740.5,3
0,56,5,300.11,2
0,81,6,247.01,2
1,49,3,635.39,1
0,71,8,180.97,2
1,51,3,1057.1,4
1,55,1,1177.8,4
0,78,3,108.56,2
1,36,7,1229.7,1
1,26,6,305.46,1
1,71,7,657.51,3
1,54,2,766.95,3
1,57,6,645.56,3
0,53,5,265.57,2
0,32,4,2212.6,4
1,53,7,742.45,1
0,42,3,2259,4
0,58,4,1195.2,4
1,39,3,806.17,3
0,44,5,354.55,2
1,35,5,758.34,3
0,51,1,197.42,2
0,62,2,2985.9,4
0,65,2,453.64,2
1,33,5,428.82,4
0,35,5,422.9,2
0,33,1,1469.1,3
0,38,8,153.36,2
1,24,7,952.93,3
1,47,4,1195.7,4
1,35,4,839.19,3
1,45,3,1932.3,4
1,44,5,1993.8,4
0,48,2,2913.9,4
0,38,4,1900.7,4
0,30,2,2345.1,4
1,54,4,136.34,3
1,43,5,413.73,4
1,19,4,1169.2,4
1,61,6,407.37,3
0,21,2,295.93,4
0,46,4,2068.1,4
0,44,1,2955.1,4
1,54,1,1046.8,4
1,58,3,304.37,1
1,30,6,1686.2,4
0,56,4,1615,4
0,43,4,2930.1,4
0,36,5,143.39,2
1,41,3,830.87,4
0,56,2,444.07,2
1,50,4,1640.3,4
1,26,4,1910.8,4
0,30,3,461.48,2
0,43,8,1390.2,4
0,63,8,229.24,2
1,33,4,391.84,4
1,27,4,700.19,4
0,53,6,336.1,2
1,30,2,481.56,4
0,52,7,2510.6,4
0,75,1,463.38,2
0,37,2,2630.8,4
1,56,1,434.22,3
0,53,3,73.75,2
0,82,3,204.16,2
0,22,6,588.43,4
1,47,4,222.59,3
0,24,4,628.82,4
0,57,7,2262.6,3
0,58,7,217.83,3
0,77,2,65.871,2
0,36,4,482.39,2
1,43,2,1827.8,4
1,28,7,1603.9,4
1,25,5,993.74,3
1,56,5,773.24,1
1,38,4,735.46,1
0,66,7,464.79,2
1,35,5,363.32,1
1,73,3,123.63,1
0,39,4,713.99,4
0,30,5,70.222,2
0,40,5,751.64,3
0,69,4,127.56,2
0,48,3,493.32,2
0,58,5,192.27,2
0,43,3,170.46,3
0,50,3,2918.1,4
0,24,7,1591.6,4
0,32,3,1861.2,3
1,28,6,693.61,1
0,59,7,2586,3
1,33,4,369.63,1
1,57,3,359.19,3
0,62,3,354.55,2
0,84,2,288.26,2
0,49,3,333.18,2
1,24,5,997.1,4
1,38,5,314.48,1
1,31,2,330.88,1
1,25,3,376.74,4
1,50,8,1954.3,1
1,44,2,1845.2,4
0,39,4,2328,4
1,26,3,1761.9,1
0,53,5,1886.2,4
1,32,5,395.09,1
1,39,4,1689.9,4
1,47,7,1372.9,1
1,48,3,691.53,4
1,46,4,285.31,1
1,45,4,1958,1
1,29,1,1736.4,4
1,21,3,1468.9,1
0,65,3,57.691,2
0,32,8,301.83,2
1,33,7,959.14,4
0,70,2,358.81,2
1,20,4,579.02,1
1,48,4,191.1,1
0,43,5,1705.8,3
0,36,6,447.86,2
1,23,7,414.24,4
1,19,2,1526.9,4
1,45,3,1560.1,4
0,36,1,2492.8,4
0,77,6,157.58,2
1,61,5,645.08,3
0,38,2,1692.5,3
1,38,3,987.94,3
0,34,5,300.88,2
1,51,4,1556.1,4
1,49,6,843.98,3
1,53,8,240.85,3
1,58,4,367.12,1
1,30,4,594.76,1
1,39,5,1570.3,4
1,59,5,167.97,1
1,45,6,830.53,3
1,54,4,1913.4,4
0,34,6,215.4,2
0,83,6,399.67,2
1,25,8,1250.7,4
0,64,6,299.69,2
1,38,8,749.09,1
1,66,3,478.07,3
0,30,1,156.45,3
1,46,6,1186.9,1
1,66,1,746.5,3
1,71,2,631.1,3
1,36,2,721.59,1
0,53,7,1173.3,4
1,72,6,793.99,3
0,36,5,948.63,4
1,37,6,998.64,4
0,67,8,224.25,2
1,25,3,394.49,4
1,63,7,777.77,1
1,56,5,474.96,3
1,24,6,615.74,4
1,46,6,413.26,4
1,21,5,738.01,4
0,56,2,538.54,4
1,32,6,782.08,3
0,54,4,710.71,4
1,61,7,346.93,1
0,60,3,2062.1,3
0,56,7,855.17,4
1,36,8,774.97,1
1,41,1,671.04,4
0,65,8,60.278,2
0,42,5,155.87,2
0,35,4,1219.1,4
1,25,8,1729.8,4
0,70,3,158.09,2
0,84,7,227.4,2
0,49,2,1299.9,4
1,50,5,1395.4,1
0,76,3,200.82,2
1,42,8,484.59,1
1,40,4,900.65,4
0,29,4,1402.1,3
1,40,6,956.93,4
0,77,7,279.87,2
0,26,6,544.71,4
1,68,2,415.75,3
1,20,6,286.75,4
1,41,4,482.83,4
1,21,1,1035.9,4
1,33,8,1092.2,1
0,38,7,410.88,2
1,68,7,713.65,1
0,57,4,1898.2,4
0,27,2,1221.1,4
0,23,8,2371.6,3
0,34,2,403.79,2
1,43,5,1408.6,1
0,30,1,1641.1,4
1,33,2,968.65,1
1,47,5,1222.9,4
0,35,8,2120.6,3
0,28,6,1250.4,4
0,23,8,1522.7,4
1,50,3,1905.4,4
1,50,5,228.79,1
0,67,7,392.96,2
1,50,7,1040.2,4
1,47,6,318.42,4
1,24,2,1025.2,4
1,21,6,1284.3,4
0,40,8,690.07,3
0,49,8,2230.5,3
0,22,5,167.41,4
0,36,7,1536.7,4
0,57,6,182.88,2
0,68,4,333.28,2
1,37,5,898.9,1
1,42,5,108.64,3
1,28,6,1071.1,4
1,38,3,1208.2,4
0,43,3,402.73,4
1,26,8,1700.9,4
0,49,7,2548.9,4
1,34,1,946.53,4
0,63,5,433.8,2
0,32,3,903.48,4
0,36,6,198.01,2
1,64,5,900.88,1
0,49,5,1303.8,3
0,33,3,439.95,2
1,33,7,230.4,4
0,42,6,295.26,2
1,60,7,710.01,1
1,51,6,238.05,4
0,62,7,1641.5,3
0,40,8,560.59,4
1,66,2,53.86,1
0,42,7,2325.5,4
0,20,2,115.2,4
1,39,6,1200,1
0,48,5,270.3,2
0,51,5,1897,3
1,67,2,802.94,1
1,23,5,1493.7,4
1,37,4,529.85,3
0,58,3,2223.9,4
0,67,7,124.8,2
0,69,4,130.24,2
1,47,5,397.12,3
0,57,2,52.023,2
0,45,7,2304.8,3
0,32,8,2122.5,4
0,57,3,783.08,4
1,71,8,157.49,3
1,33,5,1294.8,4
1,32,5,1763.5,1
1,31,3,103.24,1
0,24,3,1580.5,4
1,37,7,1957.9,1
1,36,1,852.13,1
1,39,6,247.45,3
1,41,6,1356.1,4
1,64,6,435.93,3
0,50,7,1874.2,4
0,51,4,31.752,2
1,27,3,223.83,4
0,24,4,513.15,4
0,33,2,194.15,4
1,28,5,192.93,3
0,27,3,1749.7,4
0,54,6,1744,4
1,48,7,864.54,4
1,34,8,134.46,1
1,29,6,1183.1,4
1,26,3,724.44,1
1,59,6,181.08,1
0,45,4,599.15,4
1,53,2,1737.7,1
0,45,7,1149.7,4
0,38,2,488.14,2
0,45,4,732.95,4
0,82,3,327.04,2
1,38,4,702.59,4
0,39,4,635.09,3
0,40,2,2712.5,4
0,18,4,2939.4,4
0,33,2,400.12,2
0,30,7,2679.3,3
0,28,3,379.41,2
1,67,7,203.95,1
1,20,3,443.2,4
1,54,7,988.25,3
0,29,6,1499.6,4
1,35,5,393.72,1
0,47,8,2521.1,3
1,65,5,490.72,1
1,53,6,1579.5,1
1,35,8,98.275,1
1,62,6,867.12,3
1,52,2,490.25,4
0,62,2,2221.9,4
1,44,2,291.53,4
1,45,1,326,1
1,35,6,1206.9,1
0,69,7,70.804,2
0,56,3,246.54,2
1,52,5,944.6,1
0,65,2,457.69,2
0,84,6,351.27,2
0,45,2,122.73,2
1,31,6,94.475,1
0,43,4,2031.6,4
0,71,5,393.31,2
0,28,6,650.83,3
0,65,7,352.05,2
1,53,1,539.21,3
1,24,3,682.82,3
0,23,3,2809.5,4
0,39,5,2097.9,4
0,53,8,1404.3,4
1,42,8,815.62,4
0,56,2,1564.1,4
0,52,3,497.18,2
1,24,3,1718.5,4
1,51,7,712.87,4
0,84,5,324.06,2
0,63,2,2810.1,4
1,43,3,788.17,3
1,41,5,197.24,4
1,42,5,610.9,3
1,32,1,621.61,4
0,77,6,495.65,2
0,59,8,1487.4,4
1,26,6,1868.8,4
1,39,6,850.7,4
1,32,8,1967.5,1
0,33,7,1305.5,4
0,66,3,234.07,2
0,48,8,1250.3,4
1,26,6,1346.6,4
1,49,2,1139.1,1
1,48,6,139.29,3
1,34,5,340.41,1
0,21,5,1834.6,4
1,39,6,596.05,4
1,36,5,1118.4,4
0,48,2,414.91,3
1,43,5,792.73,1
1,42,2,243.82,1
1,56,7,226.87,3
1,24,7,846.64,1
0,51,4,703.35,4
0,63,8,2931.8,3
0,35,5,201.55,4
0,23,5,2936.8,4
1,39,2,1565,4
0,43,7,346.48,2
0,22,7,2393.1,3
1,55,6,976.49,1
1,33,8,494.86,1
1,42,1,114.63,1
1,61,3,772.95,3
0,27,5,2584,4
0,51,7,861.08,3
0,82,8,282.7,2
1,68,3,699.43,1
1,21,4,1141.3,1
1,48,6,563.81,4
0,64,7,326.85,2
1,38,5,451.6,3
1,48,8,807.9,3
1,30,6,858.26,1
0,30,7,1172.6,4
1,50,8,648.71,4
1,43,6,561.98,1
0,45,4,1151.1,4
1,32,4,806.93,4
1,33,4,963.58,3
1,47,5,1814.3,4
0,82,4,444.02,2
0,46,7,118.76,2
1,24,3,1603.4,4
0,74,5,18.085,2
1,32,5,1949.3,1
1,43,5,676.68,3
0,58,8,184.84,2
0,48,5,146.31,2
0,71,1,45.012,2
1,42,4,422.25,3
0,51,5,212.13,2
0,35,3,18.614,2
1,35,5,1517.6,4
1,35,8,929.98,1
1,37,2,586.25,4
1,36,4,375.37,4
0,30,2,785.01,3
1,64,4,190.43,1
1,36,5,351.33,3
1,69,4,767.29,3
0,41,4,118.98,2
0,19,6,2829.8,3
0,74,6,245.2,2
1,47,2,1270.6,4
1,72,3,901.38,1
0,37,5,2390.4,3
1,30,6,845.1,1
1,55,4,1026.4,4
0,38,6,401.18,2
0,43,1,1097,4
1,52,5,206.27,3
0,36,8,353.04,2
1,43,6,190.91,4
1,45,5,177.18,4
1,52,6,944.03,1
1,46,3,773.34,4
0,50,6,2581.3,4
0,34,2,199.38,2
1,43,4,1542.3,4
0,40,7,1918.6,3
1,50,4,1085,1
0,58,5,2672.5,4
0,79,6,199.89,2
0,61,2,663.73,4
0,19,2,1607.3,3
1,34,6,76.343,3
1,65,5,488.17,1
0,42,7,621.88,4
0,38,7,112.31,2
0,55,7,2704.3,4
1,71,7,361.17,3
1,37,5,887.33,1
1,26,4,1134.2,1
0,39,6,482.06,2
1,32,2,998.01,3
1,47,4,1328.4,4
0,79,7,72.025,2
0,30,1,969.64,4
0,36,6,2793.8,4
0,42,5,116.39,2
0,30,2,1380.4,4
1,44,2,1219.1,1
1,45,5,1789.1,4
1,44,6,1551.1,1
0,56,7,1102.1,3
0,42,7,473.44,2
1,39,3,1955.7,4
0,41,6,484.57,2
0,54,5,469.48,2
1,24,7,444.46,1
0,46,2,292.06,2
1,34,2,882.51,4
1,52,3,932.49,4
1,19,2,969.89,1
0,59,8,2450.9,3
0,38,4,460.28,2
1,27,6,591.64,4
0,54,1,619.66,3
0,81,4,315.73,2
1,43,6,516.58,4
0,26,4,1251.1,4
0,36,6,862.9,3
0,31,2,2176.2,4
1,74,7,277.03,3
0,51,7,139.47,2
0,54,3,1942.8,4
0,33,8,2048.7,4
1,31,4,813.73,1
1,25,5,1399.2,4
0,47,8,452.16,2
0,64,5,216.21,2
0,84,2,103.59,2
1,19,6,1444.3,4
0,62,6,263.12,2
1,36,8,820.75,1
1,71,6,848.51,3
1,52,3,968.84,3
1,64,1,748.2,1
1,51,3,693,4
1,48,3,1676.2,4
1,55,3,258.99,3
1,31,2,504.54,3
0,20,3,468.74,4
1,24,4,1760.1,4
1,20,3,1268.3,4
1,71,7,569.59,1
1,63,7,701.54,1
1,58,3,848.59,3
1,51,7,1052.8,4
0,41,7,35.306,2
1,37,1,682.12,1
1,45,5,759.12,3
1,54,3,653.54,4
0,65,2,264.81,2
1,32,2,1187.2,4
1,64,2,654.51,1
1,54,7,997.1,3
0,74,7,283.19,2
1,58,3,398.09,1
0,35,8,2781.9,4
1,32,2,259.09,3
1,42,6,256.6,3
0,40,4,2559.7,4
0,30,3,1564.6,3
1,42,7,1989.3,4
1,47,2,514.29,1
0,55,8,401.87,2
1,48,4,1158.2,4
1,56,5,515.73,3
1,33,5,562.79,3
0,36,8,2745.1,4
1,34,6,781.9,1
0,48,1,1778.3,4
1,70,7,998.96,3
0,50,6,2392.4,4
1,34,5,1661,4
0,31,3,230.95,2
1,46,5,1633.8,4
1,70,8,984.09,3
1,59,3,336.57,1
1,24,4,67.553,4
1,41,3,372.04,1
1,44,2,963.87,1
1,51,2,176.65,1
1,30,7,539.74,3
0,64,7,253.73,2
1,35,6,654.72,1
0,74,1,240.04,2
0,81,3,156.4,2
1,46,1,285.94,1
1,47,7,515.48,4
0,44,1,2709.7,3
1,49,5,595.01,1
0,42,4,1357.7,4
1,53,6,1621.9,1
1,22,3,1837.1,4
1,43,3,314.74,4
0,71,2,120.35,2
1,47,5,357.54,4
0,30,5,431.6,2
1,37,4,1695,4
1,52,4,592.55,3
1,48,6,289.18,4
0,39,2,417.26,2
1,70,1,207.44,3
1,50,2,298.7,3
0,68,4,41.931,2
1,35,8,1769.7,4
0,39,3,455.24,4
1,53,4,154.22,3
1,35,2,481.18,4
1,40,4,1563.3,1
1,36,7,159.39,3
1,44,3,755.16,1
1,27,6,822.73,1
0,49,5,2330.3,4
0,28,3,136.62,4
0,46,3,569.55,4
1,43,4,1119.1,4
0,60,8,115,2
1,67,6,622.67,3
1,53,3,975.24,3
0,68,5,468.06,2
0,65,7,234.19,2
1,29,7,975.32,1
0,23,5,2519.5,4
0,44,6,2445.6,3
1,58,3,335.8,1
0,77,4,422.39,2
1,36,3,1645.8,4
0,23,4,1214.5,3
0,37,7,2263.3,3
1,71,6,684.03,3
1,41,4,1985.7,4
0,19,5,437.47,4
0,36,5,449.74,2
1,41,3,375.51,3
1,33,4,895.19,3
1,37,3,87.617,1
0,72,5,46.842,2
0,71,4,159.91,2
0,72,5,494.25,2
0,62,7,2537.6,4
0,38,1,1155.7,3
0,39,7,1386.5,4
1,27,4,1253.3,1
1,37,6,923.48,3
0,21,5,208.55,4
1,42,1,1181.2,4
1,26,3,508.15,4
0,33,3,1167.5,4
0,35,5,484.28,2
0,58,7,246.45,3
1,41,5,1116.5,4
1,48,7,178.11,4
0,47,6,233.07,3
0,52,6,2085.8,4
0,31,1,291.86,2
1,72,2,211.07,1
1,52,6,640.49,4
1,57,2,136.05,1
0,29,2,883.89,4
1,38,5,1565.1,1
1,28,2,667.67,3
1,26,7,1896.4,4
1,23,3,702.98,4
0,46,5,407.82,4
0,78,5,168.7,2
1,54,3,340.98,1
0,22,3,2407.9,4
1,25,4,1610.3,1
1,54,3,1133.2,4
0,41,3,16.422,2
1,35,6,764.47,4
1,44,6,708.49,4
0,19,3,1475,4
0,47,8,35.063,2
0,83,3,90.449,2
1,47,6,193.76,4
0,24,6,1600.4,4
0,70,6,335.55,2
0,62,6,1998.3,4
1,49,6,1706.3,4
0,53,7,97.098,2
1,38,8,1025.1,4
1,26,1,748.2,1
1,23,1,51.67,4
1,49,2,197.04,3
1,33,5,187.7,3
1,53,4,771.26,3
0,25,6,1111.7,4
0,60,6,1693.3,4
1,50,2,1457.3,1
1,53,7,229.06,3
1,24,6,1858.4,1
1,33,4,708.66,3
1,46,7,369.51,4
0,46,5,210,2
0,39,7,1997.4,3
1,72,5,331.34,3
1,51,1,1695.2,1
1,24,7,1420.1,1
0,41,6,2092.8,4
1,53,6,435.24,4
1,33,5,104.23,1
0,52,5,1994.2,4
0,38,6,1353.3,4
1,72,3,748.68,1
0,28,6,2225.1,4
1,35,8,862.74,1
0,18,5,2491.3,4
0,55,7,104.89,2
1,70,2,463.82,3
1,26,1,414.09,4
1,37,5,648.06,4
1,40,2,52.621,4
0,21,6,2149.3,4
0,54,6,237.67,2
0,59,6,1205.6,4
0,32,2,21.41,2
0,44,1,492.96,2
0,84,7,417.97,2
1,44,3,1905.8,4
1,42,4,1849.2,4
0,41,8,377.19,4
1,50,6,352.8,4
0,48,8,1773.4,3
1,29,2,666,3
1,35,5,351.42,3
0,73,5,231.6,2
0,61,1,64.452,2
0,73,2,471.81,2
0,33,7,2943.8,4
1,43,3,1658.8,4
1,23,2,181.02,1
0,44,6,146.19,3
0,75,1,277.52,2
1,48,6,1794.6,4
0,61,7,324.75,2
0,30,3,1320,4
1,24,2,1253.7,4
1,38,5,1316.3,1
0,78,7,390.22,2
1,53,1,1128.9,4
0,60,1,742.87,4
1,70,3,938.11,3
1,29,6,449.83,3
0,36,8,123.09,2
1,37,2,589.74,1
1,21,7,265.1,4
0,49,5,282.17,2
1,46,5,864.59,4
1,43,7,642.38,3
1,49,2,333.43,1
0,60,5,476.79,2
0,37,5,343.87,2
1,51,5,808.11,3
0,35,7,1686.1,3
1,36,7,931.55,1
0,59,2,129.94,2
0,30,5,356.35,2
1,27,6,285.86,4
0,48,7,2696.8,4
0,28,2,1318.9,4
0,30,2,52.956,2
0,45,3,291.44,2
0,19,7,536.47,3
1,36,3,1824.9,4
1,68,2,720.57,3
0,26,3,1420.3,4
0,53,3,1566.9,4
0,61,7,300.27,2
0,57,2,392.12,2
1,30,2,542.07,1
0,56,7,347.55,2
1,22,4,871.55,4
0,32,5,112.37,4
1,45,3,788.02,3
1,38,6,532.45,4
0,38,8,801.6,4
0,22,4,2834,4
0,69,1,362.19,2
1,29,2,1814.7,1
1,29,2,1588.5,4
1,41,1,1818.3,4
1,24,3,1003.2,4
1,27,3,781.47,4
0,59,1,15.222,2
1,30,5,839.04,4
0,19,5,1191.4,4
0,26,3,1460.6,3
0,51,4,231.45,2
1,28,2,690.12,1
0,52,3,359.85,2
1,32,5,903.05,4
0,63,5,304.33,2
1,27,3,405.22,1
1,24,4,865.7,3
0,52,5,2979.3,3
1,28,7,1673.6,1
0,71,7,168.06,2
1,38,5,290.69,1
0,31,8,425.11,3
1,42,5,230.11,3
0,26,4,2307.9,3
0,59,6,479.86,2
1,62,8,738.76,1
0,45,5,1938.2,4
1,72,5,659.44,1
1,43,5,243.63,1
1,24,2,1911,4
0,72,4,15.323,2
1,58,5,536.84,1
0,31,4,371.55,2
1,67,3,200.63,3
0,73,7,273.75,2
0,36,7,2244.6,4
0,18,6,1944.7,4
1,47,3,1610.4,1
0,62,8,1420.8,3
1,73,6,993.6,1
1,49,1,1663.2,4
0,85,7,37.415,2
0,52,6,21.093,2
0,58,3,477.69,2
0,29,3,300.24,4
0,50,7,230.82,2
1,20,7,1740.3,4
0,37,5,214.2,2
0,62,2,374.92,2
0,50,2,1454.8,4
1,54,8,492.29,3
0,34,3,880.26,4
0,55,4,106.88,2
1,29,3,1331.3,1
0,65,7,55.267,2
0,36,4,2113.2,4
0,51,5,433.75,2
1,38,3,309.93,1
0,54,3,362.07,2
0,61,7,1654.7,4
0,83,5,295.89,2
