,in-store,age,items,amount,region
9739,1,46,3,1846.3,1
9740,0,33,3,438.67,2
9741,1,62,2,150.51,1
9742,1,21,3,943.42,1
9743,0,82,5,467.38,2
9744,1,39,8,367.32,3
9745,1,52,8,965.22,3
9746,1,26,2,1447.6,4
9747,0,73,7,164.86,2
9748,1,50,2,687.34,3
9749,0,74,7,207.08,2
9750,1,45,8,778.72,3
9751,1,38,1,178.09,4
9752,1,30,7,349.83,1
9753,0,32,1,125.44,2
9754,0,53,2,185.55,2
9755,0,40,6,410.18,2
9756,0,84,8,95.406,2
9757,1,53,1,317.52,1
9758,0,51,7,437.65,3
9759,0,52,8,234.32,2
9760,1,40,3,737.22,4
9761,1,26,1,943.68,1
9762,1,20,5,704.28,1
9763,1,55,2,363.43,1
9764,1,39,6,180.65,4
9765,0,52,4,922.67,4
9766,0,47,1,434.06,2
9767,0,35,4,386.52,2
9768,1,43,4,648.6,1
9769,1,36,4,1331.7,1
9770,1,47,5,908.03,3
9771,1,52,1,317.14,4
9772,1,47,3,791.78,4
9773,0,48,4,1884.6,3
9774,1,36,4,871.43,4
9775,1,32,1,834.37,3
9776,0,40,8,1706.9,4
9777,0,27,3,2474.2,4
9778,0,58,2,831.94,4
9779,1,50,2,724.71,1
9780,0,22,2,1689.7,4
9781,0,52,7,2366.4,3
9782,1,39,3,599.39,1
9783,1,36,5,389.79,4
9784,1,39,8,595.28,1
9785,1,43,2,1998.5,4
9786,1,25,5,980.96,1
9787,0,25,5,1689.6,3
9788,1,56,2,125.01,3
9789,1,39,6,198.2,1
9790,1,49,2,445.96,1
9791,1,70,8,439.79,1
9792,0,24,7,1813.9,3
9793,0,66,7,462.76,2
9794,1,37,6,421.09,1
9795,1,28,2,346.18,4
9796,1,33,7,1274.4,4
9797,0,28,4,217.08,2
9798,1,27,7,1418.1,4
9799,1,36,2,406.1,4
9800,0,84,4,52.092,2
9801,0,28,6,1855.7,4
9802,1,42,8,444.74,1
9803,1,29,4,1039.6,4
9804,0,53,4,2595.1,4
9805,1,65,2,539.19,3
9806,0,25,5,957.04,4
9807,0,36,4,391.23,2
9808,1,60,5,196.94,3
9809,0,39,7,277.59,2
9810,1,47,6,1586.5,4
9811,0,29,8,146.27,2
9812,0,59,8,207.67,2
9813,0,66,6,438.81,2
9814,1,52,3,1580.9,4
9815,1,22,7,1842.2,4
9816,0,47,2,420.33,2
9817,0,29,6,442.58,2
9818,1,36,2,472.0,1
9819,1,48,6,184.22,3
9820,1,29,5,1529.5,4
9821,1,52,7,183.62,1
9822,0,84,4,323.05,2
9823,0,35,4,2329.3,3
9824,1,51,6,382.34,3
9825,0,64,2,291.37,2
9826,1,46,5,1803.8,1
9827,1,32,3,1028.4,4
9828,0,50,5,283.34,4
9829,1,37,6,1239.4,4
9830,1,49,7,1241.7,1
9831,0,33,3,203.01,2
9832,1,38,3,1936.6,4
9833,1,60,4,386.46,1
9834,1,63,4,377.39,1
9835,1,28,4,242.16,3
9836,0,52,4,2749.4,3
9837,0,38,4,438.92,2
9838,1,65,4,509.89,3
9839,1,43,5,1568.1,4
9840,1,28,4,420.4,1
9841,1,48,7,1321.7,4
9842,0,77,5,39.548,2
9843,0,61,7,315.92,2
9844,1,30,3,1120.3,1
9845,1,74,3,578.94,3
9846,0,30,4,123.03,4
9847,0,29,2,2019.7,3
9848,1,36,1,820.36,1
9849,0,58,3,283.1,2
9850,0,35,5,1290.6,4
9851,0,74,3,284.13,2
9852,1,24,8,604.34,4
9853,1,54,5,1795.7,4
9854,0,34,3,150.95,2
9855,1,51,8,663.6,3
9856,1,54,2,887.2,4
9857,1,39,6,1946.7,1
9858,0,52,1,2831.5,4
9859,1,50,4,983.27,3
9860,1,41,8,498.85,1
9861,0,41,6,472.27,2
9862,1,63,6,891.11,3
9863,1,30,6,925.6,1
9864,1,27,6,539.02,4
9865,1,69,5,950.45,3
9866,0,63,7,473.95,2
9867,1,44,3,757.26,1
9868,1,27,6,1429.1,1
9869,1,32,6,285.28,4
9870,1,23,6,536.38,4
9871,1,19,6,925.48,1
9872,0,20,5,458.52,4
9873,1,66,6,286.89,3
9874,1,67,4,873.96,3
9875,0,34,2,303.81,2
9876,1,23,4,1906.0,4
9877,1,36,7,995.7,1
9878,0,42,3,234.19,2
9879,0,76,1,472.11,2
9880,0,58,2,2197.8,4
9881,0,62,4,109.9,2
9882,0,36,2,108.11,2
9883,0,34,3,614.88,3
9884,1,42,2,1763.3,1
9885,1,58,6,308.27,3
9886,0,54,7,2413.1,3
9887,1,71,2,579.38,3
9888,0,26,6,1255.4,4
9889,0,36,6,2748.4,4
9890,0,22,2,685.3,4
9891,1,57,7,324.48,3
9892,0,75,1,475.02,2
9893,1,56,6,818.6,3
9894,0,31,2,316.06,2
9895,0,74,5,424.92,2
9896,1,59,5,510.88,1
9897,0,50,2,120.6,2
9898,0,33,7,797.18,3
9899,1,21,7,462.42,4
9900,0,55,5,438.9,2
9901,1,28,2,568.78,4
9902,1,29,3,834.31,3
9903,1,35,4,825.64,1
9904,0,31,2,1353.5,4
9905,1,22,5,1663.9,1
9906,0,47,2,357.55,2
9907,1,44,4,818.64,1
9908,0,69,5,183.15,2
9909,1,32,4,686.38,1
9910,0,75,6,434.39,2
9911,1,52,5,815.49,3
9912,0,85,3,165.32,2
9913,1,42,6,586.74,4
9914,1,42,4,763.67,4
9915,0,29,3,426.87,2
9916,0,44,1,80.608,2
9917,1,27,4,620.27,3
9918,0,69,5,75.594,2
9919,0,33,6,2530.1,4
9920,0,37,4,2135.5,4
9921,0,35,1,1451.4,3
9922,0,19,7,2546.8,4
9923,1,30,2,362.28,3
9924,0,61,6,1508.3,3
9925,1,40,5,1664.7,4
9926,1,63,5,488.41,3
9927,0,46,1,1817.0,4
9928,1,49,2,1427.1,1
9929,0,45,7,489.69,2
9930,1,36,2,1094.7,4
9931,0,36,5,2754.4,3
9932,1,24,8,326.48,4
9933,0,59,3,280.22,3
9934,0,79,6,18.157,2
9935,1,66,2,867.71,3
9936,0,51,5,432.39,2
9937,0,42,3,426.91,2
9938,0,83,6,32.455999999999996,2
9939,0,47,2,1168.5,4
9940,1,38,3,112.78,1
9941,0,37,8,274.53,2
9942,0,36,2,852.93,3
9943,1,39,5,117.42,1
9944,1,26,2,215.52,3
9945,1,31,3,606.12,3
9946,0,18,8,782.99,4
9947,0,57,3,2762.8,4
9948,0,45,2,408.36,4
9949,0,54,5,57.86600000000001,2
9950,1,41,7,485.28,3
9951,0,53,6,2777.5,4
9952,1,66,1,64.533,1
9953,0,29,2,186.27,2
9954,1,30,4,334.53,3
9955,1,29,4,371.1,4
9956,1,55,7,387.66,1
9957,0,40,2,127.72,2
9958,1,67,7,66.708,3
9959,0,43,6,1779.3,4
9960,0,56,6,2430.5,4
9961,1,49,5,162.57,1
9962,0,55,4,2060.2,3
9963,0,37,4,2062.2,3
9964,0,58,5,966.55,3
9965,1,43,7,503.77,3
9966,1,33,7,1641.9,4
9967,0,57,6,98.70700000000001,2
9968,0,65,2,216.54,2
9969,1,22,2,1347.7,1
9970,0,50,1,1807.6,3
9971,0,57,2,472.2,2
9972,1,31,7,73.42,1
9973,1,45,6,98.255,1
9974,0,28,6,2247.3,4
9975,1,28,5,1322.9,4
9976,1,44,5,788.48,3
9977,0,46,4,188.02,2
9978,0,79,3,84.522,2
9979,1,55,8,169.55,3
9980,0,41,3,1893.1,4
9981,1,42,7,1336.9,1
9982,1,39,7,1936.0,1
9983,1,32,6,1603.6,1
9984,0,51,7,474.61,2
9985,1,31,2,588.22,4
9986,1,41,4,109.96,4
9987,0,50,3,2140.0,4
9988,1,39,3,495.77,3
9989,0,71,4,66.829,2
9990,0,77,2,395.38,2
9991,0,43,4,2540.2,3
9992,1,44,2,633.08,1
9993,0,69,6,33.05,2
9994,0,41,4,361.67,2
9995,1,20,6,1608.8,4
9996,1,28,1,1287.0,4
9997,1,54,2,1905.4,4
9998,1,61,5,343.95,3
9999,0,39,6,1607.5,4
10000,1,25,6,682.24,3
10001,1,33,2,1710.8,1
10002,0,63,6,295.19,2
10003,1,51,8,122.66,1
10004,1,62,4,104.98,3
10005,0,43,6,30.628,2
10006,0,72,6,183.09,2
10007,1,21,3,1042.0,1
10008,0,49,5,219.98,2
10009,0,23,2,661.33,4
10010,0,32,5,1354.4,4
10011,0,32,4,2960.6,3
10012,0,21,5,593.75,4
10013,1,65,4,662.72,1
10014,1,49,4,1883.9,4
10015,1,20,6,779.29,1
10016,1,44,2,191.54,1
10017,0,60,2,331.54,2
10018,1,56,4,949.36,3
10019,1,56,6,366.89,3
10020,1,47,7,706.93,3
10021,0,19,7,2913.1,4
10022,0,78,1,375.97,2
10023,0,45,1,1198.0,3
10024,1,58,4,484.36,1
10025,0,42,7,956.1,3
10026,1,49,7,568.65,4
10027,0,33,1,50.968999999999994,2
10028,1,41,2,112.71,1
10029,1,66,7,300.12,1
10030,0,63,3,231.47,2
10031,0,78,6,31.267,2
10032,1,38,6,1554.9,4
10033,0,50,3,1404.8,4
10034,1,48,3,228.25,4
10035,1,44,1,438.57,1
10036,1,22,3,631.23,4
10037,0,57,4,2455.9,3
10038,0,40,2,1888.0,4
10039,0,63,4,1065.6,4
10040,1,45,6,569.27,4
10041,0,27,5,2853.7,4
10042,0,82,7,303.56,2
10043,0,34,2,1867.0,3
10044,0,61,3,2952.0,3
10045,0,56,4,605.01,4
10046,1,73,1,341.35,1
10047,1,55,5,868.17,1
10048,1,56,3,922.33,3
10049,0,20,7,1506.4,3
10050,1,62,3,623.93,1
10051,0,32,7,326.99,2
10052,0,21,2,1057.1,3
10053,1,62,2,297.19,1
10054,0,33,1,2221.1,4
10055,1,68,3,828.54,1
10056,1,26,5,720.9,4
10057,0,69,4,54.718999999999994,2
10058,1,34,6,1471.2,4
10059,0,59,2,1512.3,4
10060,1,41,4,1494.4,4
10061,0,29,3,280.74,2
10062,1,44,3,1663.9,1
10063,0,45,5,1006.7,4
10064,1,34,3,839.67,4
10065,1,70,6,796.85,3
10066,0,32,7,7.617999999999999,2
10067,0,63,5,478.85,2
10068,1,60,5,970.9,3
10069,0,34,2,2364.8,3
10070,1,41,6,390.1,1
10071,1,24,5,275.4,4
10072,0,33,5,2470.3,4
10073,1,35,1,1110.8,1
10074,0,36,3,440.66,4
10075,1,34,5,1603.3,1
10076,1,25,2,1518.0,4
10077,0,40,1,2597.4,4
10078,0,59,2,2112.3,4
10079,0,35,7,388.64,2
10080,0,54,5,141.01,2
10081,1,48,7,1545.6,1
10082,1,28,4,353.18,1
10083,1,44,8,919.23,1
10084,1,47,6,656.24,3
10085,0,52,5,283.09,4
10086,0,56,8,2940.8,4
10087,0,70,3,287.48,2
10088,1,40,2,1405.0,4
10089,0,22,6,2729.6,4
10090,1,58,3,820.89,3
10091,1,61,8,84.12799999999999,1
10092,1,34,3,100.83,1
10093,1,38,8,356.24,1
10094,1,53,2,813.29,3
10095,0,54,4,1823.5,4
10096,1,38,2,651.46,1
10097,1,28,3,1374.8,1
10098,0,52,7,1077.4,4
10099,1,45,6,1390.2,1
10100,1,71,1,179.29,3
10101,1,56,5,969.35,3
10102,1,41,5,1510.3,4
10103,0,36,5,156.78,2
10104,1,31,4,574.84,4
10105,1,33,2,1710.4,4
10106,0,28,3,202.0,2
10107,1,21,3,1211.0,4
10108,1,30,5,1830.4,4
10109,0,72,5,27.427,2
10110,0,22,6,1679.8,4
10111,1,51,6,781.78,1
10112,0,61,5,458.56,2
10113,0,47,7,1902.9,4
10114,0,44,6,304.75,4
10115,1,34,5,1997.2,1
10116,1,33,4,321.44,3
10117,0,58,7,103.35,3
10118,1,68,1,358.64,3
10119,1,45,7,179.33,1
10120,1,33,2,1138.3,1
10121,1,24,4,153.2,4
10122,0,70,5,397.51,2
10123,1,36,3,251.95,3
10124,1,31,1,908.0,1
10125,0,57,8,471.22,2
10126,0,48,5,2888.7,4
10127,0,22,5,2340.4,3
10128,0,60,5,735.25,4
10129,0,65,4,22.601999999999997,2
10130,1,21,3,788.21,4
10131,1,30,7,522.49,4
10132,1,56,6,257.12,1
10133,0,78,3,36.803000000000004,2
10134,1,57,5,831.04,1
10135,1,51,1,367.54,3
10136,0,32,4,1105.6,3
10137,0,43,3,26.061,2
10138,0,48,5,1866.1,4
10139,0,74,2,207.61,2
10140,1,20,6,1682.3,4
10141,1,48,3,1986.3,4
10142,0,62,2,441.01,4
10143,0,19,8,578.36,4
10144,0,46,2,149.13,3
10145,0,20,2,2360.0,4
10146,1,53,6,480.37,1
10147,1,27,1,976.47,3
10148,0,53,6,394.89,2
10149,0,63,4,402.03,2
10150,0,63,6,52.338,2
10151,1,37,4,543.41,4
10152,0,51,6,148.32,2
10153,1,31,2,605.42,1
10154,0,85,3,58.323,2
10155,1,56,8,927.12,1
10156,1,50,7,852.4,3
10157,1,57,4,819.7,3
10158,0,60,2,470.48,2
10159,1,32,6,936.69,4
10160,0,72,3,103.68,2
10161,1,41,4,379.92,4
10162,0,45,6,420.49,2
10163,1,28,2,871.48,4
10164,1,44,6,1180.9,4
10165,0,58,4,2552.4,3
10166,0,50,6,135.25,4
10167,1,50,5,546.22,3
10168,1,32,3,1240.7,4
10169,0,46,8,189.64,2
10170,1,45,7,466.47,1
10171,1,60,6,68.43,3
10172,0,60,7,1123.2,3
10173,0,25,1,2819.8,4
10174,0,57,3,1007.2,3
10175,0,53,1,2250.0,4
10176,0,74,2,62.705,2
10177,1,50,5,137.38,1
10178,1,54,3,587.81,3
10179,0,52,4,74.737,2
10180,1,54,5,482.59,1
10181,1,47,4,519.58,1
10182,1,45,7,1996.0,4
10183,1,43,1,367.75,1
10184,1,31,4,1956.9,4
10185,0,29,7,422.06,2
10186,1,70,3,574.99,3
10187,1,53,6,930.2,1
10188,1,25,6,290.48,3
10189,0,82,7,140.94,2
10190,1,48,5,168.81,4
10191,0,20,4,2620.9,3
10192,0,54,1,75.675,2
10193,0,63,4,159.82,2
10194,0,28,5,1722.4,3
10195,0,49,4,922.78,4
10196,0,42,6,2120.9,4
10197,0,55,5,1436.1,3
10198,0,48,7,2449.4,3
10199,0,43,6,1905.6,4
10200,0,50,4,1749.9,4
10201,1,37,7,1408.9,4
10202,0,52,6,2042.6,4
10203,0,75,4,383.36,2
10204,1,22,3,248.97,1
10205,1,34,1,446.04,3
10206,1,31,7,1080.8,1
10207,0,37,3,297.07,2
10208,0,46,3,917.56,4
10209,1,63,8,162.3,3
10210,1,27,6,1492.9,1
10211,1,29,7,598.17,3
10212,1,58,2,119.99,3
10213,0,28,5,2883.5,4
10214,1,41,3,1384.5,4
10215,0,48,2,440.56,2
10216,0,25,2,1273.9,4
10217,0,53,5,751.03,4
10218,0,60,6,396.9,2
10219,0,77,3,328.25,2
10220,0,56,5,287.52,2
10221,1,31,6,807.73,1
10222,0,67,6,250.04,2
10223,0,79,4,169.42,2
10224,0,82,5,172.98,2
10225,0,52,4,279.38,2
10226,1,42,3,684.72,1
10227,0,48,8,2589.9,4
10228,1,44,3,1893.2,1
10229,1,32,4,703.37,3
10230,0,38,4,803.94,4
10231,1,40,1,100.78,3
10232,1,38,7,1007.2,4
10233,0,46,7,386.74,2
10234,1,65,6,935.73,3
10235,1,51,3,571.55,1
10236,1,38,7,1175.7,4
10237,0,80,7,21.649,2
10238,0,30,4,462.72,2
10239,1,37,7,265.24,3
10240,1,54,2,291.82,1
10241,1,41,4,649.25,1
10242,1,74,6,861.02,3
10243,0,44,5,1961.2,4
10244,0,70,7,487.24,2
10245,1,54,3,1600.1,1
10246,0,72,4,126.25,2
10247,0,63,8,130.65,2
10248,1,27,5,929.37,3
10249,1,50,7,1394.8,4
10250,1,24,5,1747.2,1
10251,1,42,6,1077.2,4
10252,0,53,5,1950.5,4
10253,1,42,4,488.08,1
10254,1,24,7,1642.8,4
10255,0,60,8,957.7,3
10256,0,35,7,2306.8,3
10257,1,60,1,457.15,1
10258,1,55,5,156.24,4
10259,0,58,7,1047.1,4
10260,0,39,7,2409.4,4
10261,1,25,4,973.01,4
10262,0,36,8,186.39,2
10263,0,23,5,997.67,4
10264,1,72,3,720.71,1
10265,0,65,3,294.87,2
10266,0,42,6,288.25,2
10267,1,48,4,438.66,1
10268,1,56,7,501.92,3
10269,1,21,1,1837.2,1
10270,1,39,4,836.01,1
10271,0,65,1,83.02,2
10272,0,51,1,1848.6,4
10273,1,26,6,877.04,1
10274,1,33,6,926.39,1
10275,1,60,7,546.66,3
10276,0,50,5,364.28,2
10277,1,70,1,541.75,3
10278,1,54,7,127.09,3
10279,0,21,5,1338.7,4
10280,1,44,3,65.219,4
10281,0,19,6,348.8,4
10282,0,57,3,897.34,4
10283,1,52,7,411.14,3
10284,0,40,1,202.92,2
10285,0,41,3,918.31,3
10286,1,60,7,420.49,1
10287,0,34,6,1760.6,4
10288,1,48,5,1475.0,4
10289,0,61,1,1416.4,4
10290,0,46,8,2364.2,4
10291,0,42,4,152.71,4
10292,1,59,2,917.02,3
10293,0,41,1,240.89,2
10294,0,37,3,495.52,2
10295,0,50,1,250.01,4
10296,0,20,6,1554.3,4
10297,1,37,7,698.65,1
10298,1,54,6,1859.8,4
10299,1,25,5,1306.1,4
10300,0,44,4,491.59,2
10301,0,32,3,224.63,2
10302,0,56,5,242.76,4
10303,0,63,2,322.36,2
10304,0,47,5,2507.2,3
10305,1,37,3,279.77,4
10306,1,72,7,172.26,3
10307,0,76,4,207.58,2
10308,1,37,1,586.23,3
10309,0,81,1,12.040999999999999,2
10310,0,49,4,2894.3,4
10311,0,70,1,375.24,2
10312,0,48,5,1055.5,4
10313,0,60,4,1038.7,3
10314,0,19,4,1303.0,3
10315,1,30,4,882.32,3
10316,0,76,4,64.244,2
10317,0,73,6,46.111000000000004,2
10318,0,28,3,317.64,2
10319,0,61,6,202.9,2
10320,1,57,2,156.77,3
10321,1,54,8,777.8,1
10322,0,60,1,386.1,2
10323,0,33,7,2699.2,3
10324,1,34,6,979.74,1
10325,0,44,5,230.61,2
10326,1,48,5,305.03,1
10327,1,29,2,846.43,3
10328,1,53,3,404.73,1
10329,0,76,5,371.24,2
10330,0,84,4,211.12,2
10331,1,64,4,978.33,3
10332,1,28,7,133.54,1
10333,1,33,5,171.69,4
10334,0,60,7,816.93,3
10335,1,52,4,1839.5,4
10336,1,47,6,937.12,4
10337,1,34,6,694.66,3
10338,1,32,5,785.98,1
10339,1,28,1,774.99,1
10340,1,43,8,1530.2,1
10341,0,24,5,2083.1,3
10342,1,32,8,389.81,3
10343,1,31,6,109.24,1
10344,0,82,6,431.86,2
10345,0,47,7,102.2,2
10346,1,41,4,1397.9,4
10347,0,83,7,109.11,2
10348,0,45,3,1359.1,3
10349,0,77,5,97.682,2
10350,0,32,8,2341.6,4
10351,1,60,4,72.859,1
10352,1,74,2,257.47,3
10353,1,26,7,729.1,1
10354,1,38,5,876.28,1
10355,1,48,8,1591.8,1
10356,0,63,6,172.79,2
10357,0,26,7,2756.0,4
10358,0,80,3,243.72,2
10359,1,39,4,288.6,1
10360,1,45,3,1743.3,1
10361,0,81,2,456.44,2
10362,0,66,6,19.855999999999998,2
10363,0,39,6,1939.8,4
10364,1,49,5,457.92,1
10365,0,61,5,790.34,3
10366,0,32,8,615.69,4
10367,1,53,5,647.34,1
10368,0,45,5,1613.4,4
10369,0,38,3,303.45,2
10370,1,38,6,1765.5,4
10371,0,54,6,301.22,2
10372,0,62,3,398.26,4
10373,0,58,4,1792.7,3
10374,1,35,2,373.06,3
10375,0,68,7,41.441,2
10376,1,29,3,737.56,4
10377,0,44,8,145.16,2
10378,1,44,5,1469.3,4
10379,0,22,2,1525.2,3
10380,0,33,4,2951.7,3
10381,0,36,1,468.22,3
10382,1,51,4,150.97,4
10383,1,66,5,825.07,3
10384,0,26,5,2540.9,4
10385,0,58,5,670.67,3
10386,0,43,7,489.79,2
10387,1,20,5,1279.7,4
10388,0,52,4,167.64,2
10389,0,29,3,2356.7,3
10390,1,68,4,900.61,3
10391,0,66,2,275.25,2
10392,0,58,1,222.99,2
10393,0,46,6,208.27,2
10394,0,20,7,1504.8,4
10395,1,70,8,53.994,1
10396,0,23,2,2144.8,4
10397,0,68,8,432.83,2
10398,1,60,7,933.65,1
10399,1,43,3,932.23,4
10400,0,75,4,57.808,2
10401,1,34,6,328.18,1
10402,0,56,4,1686.4,4
10403,1,37,6,794.45,4
10404,0,43,3,348.7,2
10405,1,37,2,881.29,4
10406,0,26,8,296.73,4
10407,0,35,3,1165.4,3
10408,0,37,8,78.089,2
10409,0,78,2,125.12,2
10410,1,60,5,496.13,1
10411,0,64,5,57.001999999999995,2
10412,1,36,1,1815.1,1
10413,1,41,6,1062.5,4
10414,1,45,1,512.17,1
10415,0,24,8,1116.3,3
10416,1,69,5,191.72,3
10417,0,26,7,1807.5,3
10418,0,43,4,58.218999999999994,2
10419,0,39,5,305.55,2
10420,1,35,3,1923.4,4
10421,0,31,4,1174.2,4
10422,1,44,4,632.1,3
10423,0,48,8,293.11,2
10424,1,32,6,537.31,4
10425,0,58,5,2657.2,4
10426,1,50,3,316.79,1
10427,0,53,5,249.15,2
10428,0,42,8,470.79,2
10429,0,53,4,2106.7,3
10430,1,47,8,869.9,1
10431,1,64,7,270.58,1
10432,1,27,2,1385.8,4
10433,1,40,2,697.13,3
10434,1,55,4,123.86,1
10435,1,28,3,836.8,1
10436,1,50,5,994.85,3
10437,0,31,2,1155.6,3
10438,0,35,6,337.14,2
10439,1,31,1,676.22,4
10440,1,70,5,834.97,3
10441,1,31,7,1154.1,4
10442,1,19,7,1120.0,1
10443,1,73,2,313.0,1
10444,1,39,3,709.23,4
10445,1,31,3,824.76,1
10446,0,65,7,406.3,2
10447,0,60,5,305.84,2
10448,1,20,4,1281.5,1
10449,0,26,7,656.85,4
10450,1,49,2,939.25,1
10451,1,27,2,991.48,3
10452,1,21,7,738.06,4
10453,0,38,6,2557.0,4
10454,0,41,2,177.84,2
10455,1,39,7,1652.3,4
10456,1,58,3,881.95,3
10457,1,73,7,988.84,3
10458,0,63,1,377.57,2
10459,1,19,6,404.13,4
10460,0,42,7,352.28,4
10461,0,66,6,230.34,2
10462,0,35,3,280.81,4
10463,0,39,1,1819.3,4
10464,0,66,7,175.33,2
10465,0,64,1,281.18,2
10466,1,27,3,293.45,3
10467,0,34,2,2986.4,4
10468,0,23,3,571.79,3
10469,1,37,4,571.92,4
10470,0,34,2,317.33,2
10471,1,49,1,79.133,4
10472,1,21,1,197.85,4
10473,1,24,4,1509.7,4
10474,1,25,3,616.68,4
10475,1,48,5,203.51,3
10476,0,57,4,426.63,2
10477,1,42,5,614.73,3
10478,1,44,3,251.89,1
10479,0,68,5,316.86,2
10480,0,80,1,161.85,2
10481,1,31,6,1987.0,4
10482,0,56,6,299.18,2
10483,0,59,7,715.67,4
10484,0,63,8,445.03,2
10485,1,25,2,1166.8,4
10486,0,35,5,1238.8,4
10487,1,39,3,227.94,1
10488,1,26,2,58.523999999999994,1
10489,0,19,3,502.41,4
10490,1,29,6,1290.5,4
10491,1,57,5,883.92,1
10492,0,44,4,308.43,2
10493,1,39,6,1104.1,4
10494,0,48,8,181.46,2
10495,0,45,2,2392.7,4
10496,1,66,4,271.96,3
10497,0,54,4,1776.7,4
10498,0,49,1,1135.5,4
10499,0,49,2,2918.3,4
10500,0,40,1,2946.8,4
10501,1,26,6,453.82,1
10502,1,44,4,646.62,4
10503,1,50,5,1847.6,4
10504,1,24,5,184.79,1
10505,1,22,2,989.66,4
10506,1,48,4,1404.3,4
10507,0,38,4,372.54,2
10508,1,31,4,1240.1,1
10509,1,50,7,731.23,4
10510,1,26,7,120.34,1
10511,0,34,8,589.78,3
10512,1,43,5,1780.5,4
10513,0,78,5,188.56,2
10514,1,41,4,1069.0,1
10515,1,28,5,507.84,1
10516,1,68,7,501.37,1
10517,0,52,7,314.74,2
10518,1,52,2,94.113,4
10519,0,58,5,209.97,4
10520,1,54,7,1513.7,4
10521,0,60,5,415.65,2
10522,0,59,4,176.19,2
10523,0,47,4,1469.5,3
10524,0,59,2,223.61,2
10525,1,41,5,244.25,1
10526,0,74,7,147.61,2
10527,0,51,5,1024.0,4
10528,1,51,7,1027.5,4
10529,1,68,4,238.32,1
10530,0,65,7,259.4,2
10531,1,23,2,329.69,1
10532,0,22,3,2210.4,4
10533,1,36,3,507.93,4
10534,0,33,4,2308.2,4
10535,0,51,5,49.135,2
10536,1,64,7,723.12,1
10537,1,72,3,664.31,3
10538,1,42,1,986.03,1
10539,1,48,6,1995.8,4
10540,1,22,1,1448.9,1
10541,1,63,5,371.97,3
10542,0,50,7,691.59,3
10543,1,34,8,722.99,4
10544,0,69,2,156.98,2
10545,1,48,5,747.65,1
10546,0,22,6,2290.1,4
10547,1,30,4,165.04,4
10548,1,46,8,1991.5,4
10549,1,52,5,968.51,1
10550,0,56,3,313.66,2
10551,0,57,7,403.13,2
10552,1,65,4,425.14,3
10553,1,62,3,900.77,3
10554,1,61,5,275.43,3
10555,0,59,4,2754.8,3
10556,0,42,4,1709.1,4
10557,1,61,4,846.22,1
10558,1,28,1,201.31,4
10559,0,24,1,2738.9,4
10560,1,59,7,967.03,3
10561,0,56,3,359.35,2
10562,1,26,2,90.288,1
10563,0,27,5,2227.4,4
10564,1,55,4,1148.6,1
10565,0,29,2,307.16,2
10566,1,51,7,715.52,3
10567,0,56,2,1505.6,3
10568,1,54,6,563.44,3
10569,0,55,1,187.37,2
10570,1,34,7,828.4,4
10571,0,68,7,367.43,2
10572,1,60,6,690.73,3
10573,1,52,3,1777.2,1
10574,1,27,3,835.14,3
10575,1,31,5,1559.9,4
10576,1,49,3,1711.9,1
10577,1,55,4,1565.5,1
10578,1,22,7,1608.9,1
10579,1,28,7,635.5,3
10580,0,48,4,406.61,2
10581,0,53,7,1577.0,4
10582,0,53,6,2989.2,3
10583,1,20,8,727.9,4
10584,1,32,4,75.786,1
10585,1,48,2,88.848,4
10586,0,40,1,2542.4,3
10587,1,19,4,1229.1,1
10588,1,53,4,1325.2,4
10589,1,56,3,497.09,3
10590,0,69,5,434.78,2
10591,0,69,3,114.8,2
10592,0,74,7,63.081,2
10593,1,31,3,423.68,4
10594,1,43,4,385.44,3
10595,1,32,3,73.777,3
10596,1,39,4,133.15,4
10597,1,28,7,456.54,3
10598,0,20,4,450.36,4
10599,0,33,3,1256.2,4
10600,0,53,7,137.34,2
10601,1,28,6,932.28,1
10602,0,43,6,1251.5,4
10603,0,46,6,80.803,2
10604,0,37,7,277.78,2
10605,1,27,7,1136.2,1
10606,1,23,3,415.39,4
10607,1,36,3,922.92,4
10608,0,45,6,196.85,2
10609,1,31,5,1420.5,4
10610,1,47,3,629.56,1
10611,1,43,6,369.26,1
10612,1,57,2,322.5,1
10613,0,52,2,969.82,3
10614,1,28,6,1172.8,4
10615,0,79,7,354.56,2
10616,0,29,5,431.18,2
10617,0,47,3,2163.5,4
10618,1,50,4,1673.1,1
10619,0,52,6,2944.6,4
10620,0,71,7,81.85600000000001,2
10621,1,33,8,1647.0,1
10622,0,40,8,6.2245,2
10623,1,65,6,279.09,1
10624,0,30,7,203.11,4
10625,0,29,1,2113.6,4
10626,1,38,2,558.69,4
10627,0,48,2,108.87,2
10628,0,42,3,506.87,4
10629,0,19,3,1274.9,4
10630,0,75,4,344.45,2
10631,0,45,1,1654.6,3
10632,1,48,1,606.62,1
10633,1,27,7,841.07,1
10634,0,48,6,326.91,2
10635,0,81,7,494.06,2
10636,1,51,1,362.84,3
10637,0,51,3,973.24,3
10638,0,21,2,2677.5,4
10639,1,45,7,825.99,4
10640,1,46,5,816.75,3
10641,0,48,8,57.857,2
10642,1,63,3,625.85,3
10643,0,56,1,496.09,2
10644,1,42,4,783.07,3
10645,1,40,3,998.52,1
10646,1,59,4,521.21,3
10647,1,37,6,1979.1,4
